#
# U.S. Geological Survey
# National Water Information System
# Retrieved: 2006-04-20 12:52:53 EDT
#
# This file contains published daily mean streamflow data.
#
# Further Descriptions of the dv_cd column can be found at:
# http://waterdata.usgs.gov/nwis/help?codes_help#dv_cd
#
#
# This information includes the following fields:
#
#  agency_cd   Agency Code
#  site_no     USGS station number
#  dv_dt       date of daily mean streamflow
#  dv_va       daily mean streamflow value, in cubic-feet per-second
#  dv_cd       daily mean streamflow value qualification code
#
# Sites in this file include:
#  USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA
#
#
agency_cd	site_no	dv_dt	dv_va	dv_cd
5s	15s	10d	12n	3s
USGS	01100000	1939-02-11	4170	
USGS	01100000	1939-02-12	4900	
USGS	01100000	1939-02-13	5110	
USGS	01100000	1939-02-14	5200	
USGS	01100000	1939-02-15	4960	
USGS	01100000	1939-02-16	5800	
USGS	01100000	1939-02-17	6700	
USGS	01100000	1939-02-18	6070	
USGS	01100000	1939-02-19	6810	
USGS	01100000	1939-02-20	7250	
USGS	01100000	1939-02-21	8250	
USGS	01100000	1939-02-22	8300	
USGS	01100000	1939-02-23	8660	
USGS	01100000	1939-02-24	7850	
USGS	01100000	1939-02-25	6990	
USGS	01100000	1939-02-26	6530	
USGS	01100000	1939-02-27	7560	
USGS	01100000	1939-02-28	9340	
USGS	01100000	1939-03-01	11700	
USGS	01100000	1939-03-02	12700	
USGS	01100000	1939-03-03	12000	
USGS	01100000	1939-03-04	10800	
USGS	01100000	1939-03-05	10300	
USGS	01100000	1939-03-06	10800	
USGS	01100000	1939-03-07	14200	
USGS	01100000	1939-03-08	13600	
USGS	01100000	1939-03-09	12700	
USGS	01100000	1939-03-10	11000	
USGS	01100000	1939-03-11	9530	
USGS	01100000	1939-03-12	9580	
USGS	01100000	1939-03-13	8050	
USGS	01100000	1939-03-14	7860	
USGS	01100000	1939-03-15	8370	
USGS	01100000	1939-03-16	9030	
USGS	01100000	1939-03-17	9690	
USGS	01100000	1939-03-18	9300	
USGS	01100000	1939-03-19	9150	
USGS	01100000	1939-03-20	9240	
USGS	01100000	1939-03-21	8930	
USGS	01100000	1939-03-22	8830	
USGS	01100000	1939-03-23	8270	
USGS	01100000	1939-03-24	8220	
USGS	01100000	1939-03-25	8520	
USGS	01100000	1939-03-26	10300	
USGS	01100000	1939-03-27	12400	
USGS	01100000	1939-03-28	14300	
USGS	01100000	1939-03-29	14400	
USGS	01100000	1939-03-30	14500	
USGS	01100000	1939-03-31	14000	
USGS	01100000	1939-04-01	14800	
USGS	01100000	1939-04-02	17800	
USGS	01100000	1939-04-03	20400	
USGS	01100000	1939-04-04	20400	
USGS	01100000	1939-04-05	18300	
USGS	01100000	1939-04-06	17800	
USGS	01100000	1939-04-07	19900	
USGS	01100000	1939-04-08	23100	
USGS	01100000	1939-04-09	21500	
USGS	01100000	1939-04-10	18300	
USGS	01100000	1939-04-11	16300	
USGS	01100000	1939-04-12	18800	
USGS	01100000	1939-04-13	23100	
USGS	01100000	1939-04-14	22600	
USGS	01100000	1939-04-15	22000	
USGS	01100000	1939-04-16	23700	
USGS	01100000	1939-04-17	23700	
USGS	01100000	1939-04-18	23100	
USGS	01100000	1939-04-19	29200	
USGS	01100000	1939-04-20	36200	
USGS	01100000	1939-04-21	46700	
USGS	01100000	1939-04-22	44200	
USGS	01100000	1939-04-23	42300	
USGS	01100000	1939-04-24	41700	
USGS	01100000	1939-04-25	36800	
USGS	01100000	1939-04-26	33200	
USGS	01100000	1939-04-27	33800	
USGS	01100000	1939-04-28	30300	
USGS	01100000	1939-04-29	26900	
USGS	01100000	1939-04-30	26400	
USGS	01100000	1939-05-01	24700	
USGS	01100000	1939-05-02	21000	
USGS	01100000	1939-05-03	19300	
USGS	01100000	1939-05-04	18300	
USGS	01100000	1939-05-05	17800	
USGS	01100000	1939-05-06	17300	
USGS	01100000	1939-05-07	15800	
USGS	01100000	1939-05-08	17300	
USGS	01100000	1939-05-09	18300	
USGS	01100000	1939-05-10	16800	
USGS	01100000	1939-05-11	15800	
USGS	01100000	1939-05-12	14800	
USGS	01100000	1939-05-13	11600	
USGS	01100000	1939-05-14	9700	
USGS	01100000	1939-05-15	9300	
USGS	01100000	1939-05-16	9100	
USGS	01100000	1939-05-17	8310	
USGS	01100000	1939-05-18	7930	
USGS	01100000	1939-05-19	7380	
USGS	01100000	1939-05-20	6100	
USGS	01100000	1939-05-21	4600	
USGS	01100000	1939-05-22	6820	
USGS	01100000	1939-05-23	7000	
USGS	01100000	1939-05-24	12000	
USGS	01100000	1939-05-25	11400	
USGS	01100000	1939-05-26	10300	
USGS	01100000	1939-05-27	8120	
USGS	01100000	1939-05-28	7000	
USGS	01100000	1939-05-29	8140	
USGS	01100000	1939-05-30	7500	
USGS	01100000	1939-05-31	8400	
USGS	01100000	1939-06-01	7120	
USGS	01100000	1939-06-02	6730	
USGS	01100000	1939-06-03	4700	
USGS	01100000	1939-06-04	4490	
USGS	01100000	1939-06-05	5480	
USGS	01100000	1939-06-06	4960	
USGS	01100000	1939-06-07	4260	
USGS	01100000	1939-06-08	4230	
USGS	01100000	1939-06-09	4270	
USGS	01100000	1939-06-10	3130	
USGS	01100000	1939-06-11	3210	
USGS	01100000	1939-06-12	4270	
USGS	01100000	1939-06-13	3980	
USGS	01100000	1939-06-14	3810	
USGS	01100000	1939-06-15	3980	
USGS	01100000	1939-06-16	4080	
USGS	01100000	1939-06-17	3500	
USGS	01100000	1939-06-18	2850	
USGS	01100000	1939-06-19	4300	
USGS	01100000	1939-06-20	4460	
USGS	01100000	1939-06-21	4230	
USGS	01100000	1939-06-22	4150	
USGS	01100000	1939-06-23	4070	
USGS	01100000	1939-06-24	2200	
USGS	01100000	1939-06-25	2630	
USGS	01100000	1939-06-26	4280	
USGS	01100000	1939-06-27	4310	
USGS	01100000	1939-06-28	4130	
USGS	01100000	1939-06-29	4130	
USGS	01100000	1939-06-30	4160	
USGS	01100000	1939-07-01	1710	
USGS	01100000	1939-07-02	2900	
USGS	01100000	1939-07-03	3840	
USGS	01100000	1939-07-04	2740	
USGS	01100000	1939-07-05	4380	
USGS	01100000	1939-07-06	4290	
USGS	01100000	1939-07-07	3880	
USGS	01100000	1939-07-08	1960	
USGS	01100000	1939-07-09	680	
USGS	01100000	1939-07-10	2770	
USGS	01100000	1939-07-11	2730	
USGS	01100000	1939-07-12	2650	
USGS	01100000	1939-07-13	2680	
USGS	01100000	1939-07-14	2650	
USGS	01100000	1939-07-15	1190	
USGS	01100000	1939-07-16	605	
USGS	01100000	1939-07-17	2640	
USGS	01100000	1939-07-18	2700	
USGS	01100000	1939-07-19	2140	
USGS	01100000	1939-07-20	2130	
USGS	01100000	1939-07-21	2120	
USGS	01100000	1939-07-22	1100	
USGS	01100000	1939-07-23	717	
USGS	01100000	1939-07-24	2100	
USGS	01100000	1939-07-25	2180	
USGS	01100000	1939-07-26	2150	
USGS	01100000	1939-07-27	2010	
USGS	01100000	1939-07-28	1930	
USGS	01100000	1939-07-29	1160	
USGS	01100000	1939-07-30	838	
USGS	01100000	1939-07-31	2210	
USGS	01100000	1939-08-01	2170	
USGS	01100000	1939-08-02	2710	
USGS	01100000	1939-08-03	3080	
USGS	01100000	1939-08-04	3410	
USGS	01100000	1939-08-05	1860	
USGS	01100000	1939-08-06	1650	
USGS	01100000	1939-08-07	2840	
USGS	01100000	1939-08-08	2630	
USGS	01100000	1939-08-09	2170	
USGS	01100000	1939-08-10	2270	
USGS	01100000	1939-08-11	2090	
USGS	01100000	1939-08-12	1200	
USGS	01100000	1939-08-13	654	
USGS	01100000	1939-08-14	2240	
USGS	01100000	1939-08-15	2570	
USGS	01100000	1939-08-16	2470	
USGS	01100000	1939-08-17	2550	
USGS	01100000	1939-08-18	2530	
USGS	01100000	1939-08-19	1290	
USGS	01100000	1939-08-20	653	
USGS	01100000	1939-08-21	2580	
USGS	01100000	1939-08-22	2600	
USGS	01100000	1939-08-23	3010	
USGS	01100000	1939-08-24	3340	
USGS	01100000	1939-08-25	3500	
USGS	01100000	1939-08-26	1680	
USGS	01100000	1939-08-27	1370	
USGS	01100000	1939-08-28	3220	
USGS	01100000	1939-08-29	2910	
USGS	01100000	1939-08-30	2630	
USGS	01100000	1939-08-31	2400	
USGS	01100000	1939-09-01	1940	
USGS	01100000	1939-09-02	1170	
USGS	01100000	1939-09-03	787	
USGS	01100000	1939-09-04	959	
USGS	01100000	1939-09-05	2280	
USGS	01100000	1939-09-06	2190	
USGS	01100000	1939-09-07	2190	
USGS	01100000	1939-09-08	2150	
USGS	01100000	1939-09-09	1570	
USGS	01100000	1939-09-10	878	
USGS	01100000	1939-09-11	2620	
USGS	01100000	1939-09-12	2410	
USGS	01100000	1939-09-13	2200	
USGS	01100000	1939-09-14	2250	
USGS	01100000	1939-09-15	2160	
USGS	01100000	1939-09-16	1280	
USGS	01100000	1939-09-17	702	
USGS	01100000	1939-09-18	2180	
USGS	01100000	1939-09-19	2220	
USGS	01100000	1939-09-20	2180	
USGS	01100000	1939-09-21	2190	
USGS	01100000	1939-09-22	2160	
USGS	01100000	1939-09-23	1080	
USGS	01100000	1939-09-24	574	
USGS	01100000	1939-09-25	1480	
USGS	01100000	1939-09-26	1470	
USGS	01100000	1939-09-27	1430	
USGS	01100000	1939-09-28	1880	
USGS	01100000	1939-09-29	2050	
USGS	01100000	1939-09-30	1160	
USGS	01100000	1939-10-01	626	
USGS	01100000	1939-10-02	1600	
USGS	01100000	1939-10-03	1980	
USGS	01100000	1939-10-04	2380	
USGS	01100000	1939-10-05	2460	
USGS	01100000	1939-10-06	2670	
USGS	01100000	1939-10-07	1420	
USGS	01100000	1939-10-08	801	
USGS	01100000	1939-10-09	2260	
USGS	01100000	1939-10-10	2120	
USGS	01100000	1939-10-11	2090	
USGS	01100000	1939-10-12	1720	
USGS	01100000	1939-10-13	1780	
USGS	01100000	1939-10-14	1280	
USGS	01100000	1939-10-15	626	
USGS	01100000	1939-10-16	1720	
USGS	01100000	1939-10-17	1820	
USGS	01100000	1939-10-18	1780	
USGS	01100000	1939-10-19	1820	
USGS	01100000	1939-10-20	1800	
USGS	01100000	1939-10-21	1090	
USGS	01100000	1939-10-22	650	
USGS	01100000	1939-10-23	1460	
USGS	01100000	1939-10-24	1540	
USGS	01100000	1939-10-25	1780	
USGS	01100000	1939-10-26	1890	
USGS	01100000	1939-10-27	2260	
USGS	01100000	1939-10-28	1440	
USGS	01100000	1939-10-29	1310	
USGS	01100000	1939-10-30	3320	
USGS	01100000	1939-10-31	4570	
USGS	01100000	1939-11-01	5240	
USGS	01100000	1939-11-02	8800	
USGS	01100000	1939-11-03	7040	
USGS	01100000	1939-11-04	4740	
USGS	01100000	1939-11-05	3790	
USGS	01100000	1939-11-06	5410	
USGS	01100000	1939-11-07	5410	
USGS	01100000	1939-11-08	4740	
USGS	01100000	1939-11-09	5410	
USGS	01100000	1939-11-10	5240	
USGS	01100000	1939-11-11	2810	
USGS	01100000	1939-11-12	3460	
USGS	01100000	1939-11-13	4250	
USGS	01100000	1939-11-14	3370	
USGS	01100000	1939-11-15	3000	
USGS	01100000	1939-11-16	3000	
USGS	01100000	1939-11-17	3340	
USGS	01100000	1939-11-18	1620	
USGS	01100000	1939-11-19	1160	
USGS	01100000	1939-11-20	2950	
USGS	01100000	1939-11-21	2780	
USGS	01100000	1939-11-22	2670	
USGS	01100000	1939-11-23	2640	
USGS	01100000	1939-11-24	2640	
USGS	01100000	1939-11-25	1310	
USGS	01100000	1939-11-26	1280	
USGS	01100000	1939-11-27	2780	
USGS	01100000	1939-11-28	2520	
USGS	01100000	1939-11-29	2360	
USGS	01100000	1939-11-30	801	
USGS	01100000	1939-12-01	2260	
USGS	01100000	1939-12-02	1220	
USGS	01100000	1939-12-03	1080	
USGS	01100000	1939-12-04	5770	
USGS	01100000	1939-12-05	7180	
USGS	01100000	1939-12-06	6010	
USGS	01100000	1939-12-07	5110	
USGS	01100000	1939-12-08	4380	
USGS	01100000	1939-12-09	2050	
USGS	01100000	1939-12-10	1660	
USGS	01100000	1939-12-11	4160	
USGS	01100000	1939-12-12	4360	
USGS	01100000	1939-12-13	1950	
USGS	01100000	1939-12-14	3070	
USGS	01100000	1939-12-15	3070	
USGS	01100000	1939-12-16	1930	
USGS	01100000	1939-12-17	1670	
USGS	01100000	1939-12-18	3200	
USGS	01100000	1939-12-19	3200	
USGS	01100000	1939-12-20	2990	
USGS	01100000	1939-12-21	3950	
USGS	01100000	1939-12-22	4610	
USGS	01100000	1939-12-23	2820	
USGS	01100000	1939-12-24	3100	
USGS	01100000	1939-12-25	2980	
USGS	01100000	1939-12-26	3770	
USGS	01100000	1939-12-27	3180	
USGS	01100000	1939-12-28	2760	
USGS	01100000	1939-12-29	2440	
USGS	01100000	1939-12-30	1530	
USGS	01100000	1939-12-31	958	
USGS	01100000	1940-01-01	1050	
USGS	01100000	1940-01-02	2800	
USGS	01100000	1940-01-03	2540	
USGS	01100000	1940-01-04	2260	
USGS	01100000	1940-01-05	2230	
USGS	01100000	1940-01-06	1470	
USGS	01100000	1940-01-07	900	
USGS	01100000	1940-01-08	2330	
USGS	01100000	1940-01-09	2130	
USGS	01100000	1940-01-10	1930	
USGS	01100000	1940-01-11	1900	
USGS	01100000	1940-01-12	2110	
USGS	01100000	1940-01-13	1210	
USGS	01100000	1940-01-14	736	
USGS	01100000	1940-01-15	4240	
USGS	01100000	1940-01-16	5010	
USGS	01100000	1940-01-17	4000	
USGS	01100000	1940-01-18	3620	
USGS	01100000	1940-01-19	3670	
USGS	01100000	1940-01-20	2200	
USGS	01100000	1940-01-21	1440	
USGS	01100000	1940-01-22	2870	
USGS	01100000	1940-01-23	2650	
USGS	01100000	1940-01-24	2680	
USGS	01100000	1940-01-25	2590	
USGS	01100000	1940-01-26	2490	
USGS	01100000	1940-01-27	1660	
USGS	01100000	1940-01-28	1340	
USGS	01100000	1940-01-29	2490	
USGS	01100000	1940-01-30	2210	
USGS	01100000	1940-01-31	1970	
USGS	01100000	1940-02-01	1870	
USGS	01100000	1940-02-02	1900	
USGS	01100000	1940-02-03	1390	
USGS	01100000	1940-02-04	1070	
USGS	01100000	1940-02-05	2200	
USGS	01100000	1940-02-06	2080	
USGS	01100000	1940-02-07	2020	
USGS	01100000	1940-02-08	1900	
USGS	01100000	1940-02-09	1880	
USGS	01100000	1940-02-10	1430	
USGS	01100000	1940-02-11	1940	
USGS	01100000	1940-02-12	4060	
USGS	01100000	1940-02-13	3540	
USGS	01100000	1940-02-14	3710	
USGS	01100000	1940-02-15	3450	
USGS	01100000	1940-02-16	2850	
USGS	01100000	1940-02-17	1980	
USGS	01100000	1940-02-18	1470	
USGS	01100000	1940-02-19	3230	
USGS	01100000	1940-02-20	3010	
USGS	01100000	1940-02-21	2780	
USGS	01100000	1940-02-22	2160	
USGS	01100000	1940-02-23	3000	
USGS	01100000	1940-02-24	1950	
USGS	01100000	1940-02-25	1870	
USGS	01100000	1940-02-26	3100	
USGS	01100000	1940-02-27	2870	
USGS	01100000	1940-02-28	2810	
USGS	01100000	1940-02-29	2700	
USGS	01100000	1940-03-01	2770	
USGS	01100000	1940-03-02	1800	
USGS	01100000	1940-03-03	1530	
USGS	01100000	1940-03-04	3200	
USGS	01100000	1940-03-05	2770	
USGS	01100000	1940-03-06	3020	
USGS	01100000	1940-03-07	3950	
USGS	01100000	1940-03-08	3680	
USGS	01100000	1940-03-09	2180	
USGS	01100000	1940-03-10	1830	
USGS	01100000	1940-03-11	4100	
USGS	01100000	1940-03-12	2900	
USGS	01100000	1940-03-13	2830	
USGS	01100000	1940-03-14	3070	
USGS	01100000	1940-03-15	3800	
USGS	01100000	1940-03-16	3520	
USGS	01100000	1940-03-17	4870	
USGS	01100000	1940-03-18	5330	
USGS	01100000	1940-03-19	5050	
USGS	01100000	1940-03-20	5770	
USGS	01100000	1940-03-21	6130	
USGS	01100000	1940-03-22	5730	
USGS	01100000	1940-03-23	4600	
USGS	01100000	1940-03-24	4600	
USGS	01100000	1940-03-25	5240	
USGS	01100000	1940-03-26	4450	
USGS	01100000	1940-03-27	4360	
USGS	01100000	1940-03-28	4720	
USGS	01100000	1940-03-29	5030	
USGS	01100000	1940-03-30	4760	
USGS	01100000	1940-03-31	10500	
USGS	01100000	1940-04-01	17400	
USGS	01100000	1940-04-02	21900	
USGS	01100000	1940-04-03	22900	
USGS	01100000	1940-04-04	23400	
USGS	01100000	1940-04-05	22900	
USGS	01100000	1940-04-06	21900	
USGS	01100000	1940-04-07	21400	
USGS	01100000	1940-04-08	21400	
USGS	01100000	1940-04-09	22900	
USGS	01100000	1940-04-10	31900	
USGS	01100000	1940-04-11	34100	
USGS	01100000	1940-04-12	33000	
USGS	01100000	1940-04-13	45300	
USGS	01100000	1940-04-14	54400	
USGS	01100000	1940-04-15	42900	
USGS	01100000	1940-04-16	33600	
USGS	01100000	1940-04-17	25900	
USGS	01100000	1940-04-18	22900	
USGS	01100000	1940-04-19	28600	
USGS	01100000	1940-04-20	32400	
USGS	01100000	1940-04-21	35200	
USGS	01100000	1940-04-22	35800	
USGS	01100000	1940-04-23	31900	
USGS	01100000	1940-04-24	27500	
USGS	01100000	1940-04-25	24900	
USGS	01100000	1940-04-26	23900	
USGS	01100000	1940-04-27	23400	
USGS	01100000	1940-04-28	22900	
USGS	01100000	1940-04-29	23400	
USGS	01100000	1940-04-30	23900	
USGS	01100000	1940-05-01	25400	
USGS	01100000	1940-05-02	26400	
USGS	01100000	1940-05-03	30800	
USGS	01100000	1940-05-04	39900	
USGS	01100000	1940-05-05	48600	
USGS	01100000	1940-05-06	47200	
USGS	01100000	1940-05-07	38100	
USGS	01100000	1940-05-08	28000	
USGS	01100000	1940-05-09	23000	
USGS	01100000	1940-05-10	19000	
USGS	01100000	1940-05-11	17000	
USGS	01100000	1940-05-12	15000	
USGS	01100000	1940-05-13	14300	
USGS	01100000	1940-05-14	12600	
USGS	01100000	1940-05-15	11300	
USGS	01100000	1940-05-16	10900	
USGS	01100000	1940-05-17	10700	
USGS	01100000	1940-05-18	12500	
USGS	01100000	1940-05-19	16400	
USGS	01100000	1940-05-20	13200	
USGS	01100000	1940-05-21	11500	
USGS	01100000	1940-05-22	10600	
USGS	01100000	1940-05-23	10800	
USGS	01100000	1940-05-24	10300	
USGS	01100000	1940-05-25	10100	
USGS	01100000	1940-05-26	10600	
USGS	01100000	1940-05-27	11200	
USGS	01100000	1940-05-28	11400	
USGS	01100000	1940-05-29	11700	
USGS	01100000	1940-05-30	14300	
USGS	01100000	1940-05-31	12700	
USGS	01100000	1940-06-01	19600	
USGS	01100000	1940-06-02	32400	
USGS	01100000	1940-06-03	30200	
USGS	01100000	1940-06-04	23900	
USGS	01100000	1940-06-05	18900	
USGS	01100000	1940-06-06	15400	
USGS	01100000	1940-06-07	13200	
USGS	01100000	1940-06-08	10700	
USGS	01100000	1940-06-09	8970	
USGS	01100000	1940-06-10	8990	
USGS	01100000	1940-06-11	8120	
USGS	01100000	1940-06-12	8740	
USGS	01100000	1940-06-13	8850	
USGS	01100000	1940-06-14	10500	
USGS	01100000	1940-06-15	9680	
USGS	01100000	1940-06-16	9130	
USGS	01100000	1940-06-17	8760	
USGS	01100000	1940-06-18	8260	
USGS	01100000	1940-06-19	7700	
USGS	01100000	1940-06-20	6360	
USGS	01100000	1940-06-21	5700	
USGS	01100000	1940-06-22	3820	
USGS	01100000	1940-06-23	4230	
USGS	01100000	1940-06-24	5100	
USGS	01100000	1940-06-25	4620	
USGS	01100000	1940-06-26	4670	
USGS	01100000	1940-06-27	4670	
USGS	01100000	1940-06-28	4710	
USGS	01100000	1940-06-29	3580	
USGS	01100000	1940-06-30	5240	
USGS	01100000	1940-07-01	5450	
USGS	01100000	1940-07-02	4630	
USGS	01100000	1940-07-03	4360	
USGS	01100000	1940-07-04	2900	
USGS	01100000	1940-07-05	4290	
USGS	01100000	1940-07-06	5050	
USGS	01100000	1940-07-07	4860	
USGS	01100000	1940-07-08	5170	
USGS	01100000	1940-07-09	4470	
USGS	01100000	1940-07-10	4590	
USGS	01100000	1940-07-11	4400	
USGS	01100000	1940-07-12	4510	
USGS	01100000	1940-07-13	3530	
USGS	01100000	1940-07-14	4150	
USGS	01100000	1940-07-15	4840	
USGS	01100000	1940-07-16	4340	
USGS	01100000	1940-07-17	4000	
USGS	01100000	1940-07-18	3860	
USGS	01100000	1940-07-19	4030	
USGS	01100000	1940-07-20	1920	
USGS	01100000	1940-07-21	1190	
USGS	01100000	1940-07-22	3620	
USGS	01100000	1940-07-23	4030	
USGS	01100000	1940-07-24	4820	
USGS	01100000	1940-07-25	4590	
USGS	01100000	1940-07-26	4200	
USGS	01100000	1940-07-27	1900	
USGS	01100000	1940-07-28	2180	
USGS	01100000	1940-07-29	3830	
USGS	01100000	1940-07-30	3170	
USGS	01100000	1940-07-31	3100	
USGS	01100000	1940-08-01	4070	
USGS	01100000	1940-08-02	4620	
USGS	01100000	1940-08-03	2430	
USGS	01100000	1940-08-04	2190	
USGS	01100000	1940-08-05	3430	
USGS	01100000	1940-08-06	2980	
USGS	01100000	1940-08-07	2960	
USGS	01100000	1940-08-08	3010	
USGS	01100000	1940-08-09	2970	
USGS	01100000	1940-08-10	1580	
USGS	01100000	1940-08-11	762	
USGS	01100000	1940-08-12	2600	
USGS	01100000	1940-08-13	2630	
USGS	01100000	1940-08-14	2040	
USGS	01100000	1940-08-15	2080	
USGS	01100000	1940-08-16	2030	
USGS	01100000	1940-08-17	1030	
USGS	01100000	1940-08-18	452	
USGS	01100000	1940-08-19	1960	
USGS	01100000	1940-08-20	2220	
USGS	01100000	1940-08-21	2060	
USGS	01100000	1940-08-22	2270	
USGS	01100000	1940-08-23	2440	
USGS	01100000	1940-08-24	1080	
USGS	01100000	1940-08-25	468	
USGS	01100000	1940-08-26	2130	
USGS	01100000	1940-08-27	2180	
USGS	01100000	1940-08-28	2370	
USGS	01100000	1940-08-29	2450	
USGS	01100000	1940-08-30	2770	
USGS	01100000	1940-08-31	1250	
USGS	01100000	1940-09-01	530	
USGS	01100000	1940-09-02	1900	
USGS	01100000	1940-09-03	6990	
USGS	01100000	1940-09-04	5410	
USGS	01100000	1940-09-05	4790	
USGS	01100000	1940-09-06	4250	
USGS	01100000	1940-09-07	2430	
USGS	01100000	1940-09-08	1070	
USGS	01100000	1940-09-09	3380	
USGS	01100000	1940-09-10	2930	
USGS	01100000	1940-09-11	2700	
USGS	01100000	1940-09-12	3620	
USGS	01100000	1940-09-13	3930	
USGS	01100000	1940-09-14	2130	
USGS	01100000	1940-09-15	1490	
USGS	01100000	1940-09-16	3260	
USGS	01100000	1940-09-17	2780	
USGS	01100000	1940-09-18	2720	
USGS	01100000	1940-09-19	2670	
USGS	01100000	1940-09-20	3170	
USGS	01100000	1940-09-21	1450	
USGS	01100000	1940-09-22	1010	
USGS	01100000	1940-09-23	2680	
USGS	01100000	1940-09-24	2790	
USGS	01100000	1940-09-25	2740	
USGS	01100000	1940-09-26	3870	
USGS	01100000	1940-09-27	4020	
USGS	01100000	1940-09-28	2360	
USGS	01100000	1940-09-29	2110	
USGS	01100000	1940-09-30	3400	
USGS	01100000	1940-10-01	3020	
USGS	01100000	1940-10-02	3020	
USGS	01100000	1940-10-03	2780	
USGS	01100000	1940-10-04	2670	
USGS	01100000	1940-10-05	1440	
USGS	01100000	1940-10-06	476	
USGS	01100000	1940-10-07	2340	
USGS	01100000	1940-10-08	2710	
USGS	01100000	1940-10-09	2630	
USGS	01100000	1940-10-10	2450	
USGS	01100000	1940-10-11	2420	
USGS	01100000	1940-10-12	1040	
USGS	01100000	1940-10-13	367	
USGS	01100000	1940-10-14	2180	
USGS	01100000	1940-10-15	2450	
USGS	01100000	1940-10-16	2360	
USGS	01100000	1940-10-17	1950	
USGS	01100000	1940-10-18	1940	
USGS	01100000	1940-10-19	1040	
USGS	01100000	1940-10-20	422	
USGS	01100000	1940-10-21	1890	
USGS	01100000	1940-10-22	1930	
USGS	01100000	1940-10-23	1870	
USGS	01100000	1940-10-24	1880	
USGS	01100000	1940-10-25	1820	
USGS	01100000	1940-10-26	804	
USGS	01100000	1940-10-27	607	
USGS	01100000	1940-10-28	1960	
USGS	01100000	1940-10-29	1890	
USGS	01100000	1940-10-30	1960	
USGS	01100000	1940-10-31	1930	
USGS	01100000	1940-11-01	1900	
USGS	01100000	1940-11-02	1110	
USGS	01100000	1940-11-03	2930	
USGS	01100000	1940-11-04	8380	
USGS	01100000	1940-11-05	7470	
USGS	01100000	1940-11-06	6160	
USGS	01100000	1940-11-07	5240	
USGS	01100000	1940-11-08	4670	
USGS	01100000	1940-11-09	2670	
USGS	01100000	1940-11-10	2500	
USGS	01100000	1940-11-11	3130	
USGS	01100000	1940-11-12	3980	
USGS	01100000	1940-11-13	4700	
USGS	01100000	1940-11-14	9880	
USGS	01100000	1940-11-15	9980	
USGS	01100000	1940-11-16	15400	
USGS	01100000	1940-11-17	14500	
USGS	01100000	1940-11-18	12000	
USGS	01100000	1940-11-19	8830	
USGS	01100000	1940-11-20	7680	
USGS	01100000	1940-11-21	6370	
USGS	01100000	1940-11-22	6340	
USGS	01100000	1940-11-23	4130	
USGS	01100000	1940-11-24	3940	
USGS	01100000	1940-11-25	5510	
USGS	01100000	1940-11-26	5370	
USGS	01100000	1940-11-27	4990	
USGS	01100000	1940-11-28	2270	
USGS	01100000	1940-11-29	4560	
USGS	01100000	1940-11-30	3140	
USGS	01100000	1940-12-01	2660	
USGS	01100000	1940-12-02	4540	
USGS	01100000	1940-12-03	4050	
USGS	01100000	1940-12-04	3870	
USGS	01100000	1940-12-05	3900	
USGS	01100000	1940-12-06	3750	
USGS	01100000	1940-12-07	2310	
USGS	01100000	1940-12-08	2390	
USGS	01100000	1940-12-09	4980	
USGS	01100000	1940-12-10	4160	
USGS	01100000	1940-12-11	3790	
USGS	01100000	1940-12-12	3810	
USGS	01100000	1940-12-13	4370	
USGS	01100000	1940-12-14	3260	
USGS	01100000	1940-12-15	2850	
USGS	01100000	1940-12-16	4760	
USGS	01100000	1940-12-17	5430	
USGS	01100000	1940-12-18	6430	
USGS	01100000	1940-12-19	6260	
USGS	01100000	1940-12-20	6790	
USGS	01100000	1940-12-21	4880	
USGS	01100000	1940-12-22	4710	
USGS	01100000	1940-12-23	5930	
USGS	01100000	1940-12-24	5050	
USGS	01100000	1940-12-25	3270	
USGS	01100000	1940-12-26	5560	
USGS	01100000	1940-12-27	5120	
USGS	01100000	1940-12-28	4480	
USGS	01100000	1940-12-29	6730	
USGS	01100000	1940-12-30	10800	
USGS	01100000	1940-12-31	15400	
USGS	01100000	1941-01-01	15900	
USGS	01100000	1941-01-02	13600	
USGS	01100000	1941-01-03	11300	
USGS	01100000	1941-01-04	9300	
USGS	01100000	1941-01-05	6760	
USGS	01100000	1941-01-06	7190	
USGS	01100000	1941-01-07	6590	
USGS	01100000	1941-01-08	6470	
USGS	01100000	1941-01-09	6400	
USGS	01100000	1941-01-10	6150	
USGS	01100000	1941-01-11	5360	
USGS	01100000	1941-01-12	4900	
USGS	01100000	1941-01-13	6120	
USGS	01100000	1941-01-14	4900	
USGS	01100000	1941-01-15	4810	
USGS	01100000	1941-01-16	4940	
USGS	01100000	1941-01-17	4900	
USGS	01100000	1941-01-18	3830	
USGS	01100000	1941-01-19	4420	
USGS	01100000	1941-01-20	5240	
USGS	01100000	1941-01-21	4250	
USGS	01100000	1941-01-22	4390	
USGS	01100000	1941-01-23	5000	
USGS	01100000	1941-01-24	4920	
USGS	01100000	1941-01-25	3620	
USGS	01100000	1941-01-26	3900	
USGS	01100000	1941-01-27	5210	
USGS	01100000	1941-01-28	4490	
USGS	01100000	1941-01-29	4330	
USGS	01100000	1941-01-30	4410	
