#
# U.S. Geological Survey
# National Water Information System
# Retrieved: 2006-04-20 12:52:53 EDT
#
# This file contains published daily mean streamflow data.
#
# Further Descriptions of the dv_cd column can be found at:
# http://waterdata.usgs.gov/nwis/help?codes_help#dv_cd
#
#
# This information includes the following fields:
#
#  agency_cd   Agency Code
#  site_no     USGS station number
#  dv_dt       date of daily mean streamflow
#  dv_va       daily mean streamflow value, in cubic-feet per-second
#  dv_cd       daily mean streamflow value qualification code
#
# Sites in this file include:
#  USGS 01100000 MERRIMACK RIVER BL CONCORD RIVER AT LOWELL, MA
#
#
agency_cd	site_no	dv_dt	dv_va	dv_cd
5s	15s	10d	12n	3s
USGS	01100000	1923-06-01	4800	
USGS	01100000	1923-06-02	3490	
USGS	01100000	1923-06-03	2880	
USGS	01100000	1923-06-04	4680	
USGS	01100000	1923-06-05	3600	
USGS	01100000	1923-06-06	4020	
USGS	01100000	1923-06-07	4020	
USGS	01100000	1923-06-08	4350	
USGS	01100000	1923-06-09	5520	
USGS	01100000	1923-06-10	5640	
USGS	01100000	1923-06-11	6150	
USGS	01100000	1923-06-12	5280	
USGS	01100000	1923-06-13	4570	
USGS	01100000	1923-06-14	4020	
USGS	01100000	1923-06-15	4020	
USGS	01100000	1923-06-16	2780	
USGS	01100000	1923-06-17	1890	
USGS	01100000	1923-06-18	3800	
USGS	01100000	1923-06-19	3280	
USGS	01100000	1923-06-20	3180	
USGS	01100000	1923-06-21	2880	
USGS	01100000	1923-06-22	3180	
USGS	01100000	1923-06-23	2420	
USGS	01100000	1923-06-24	1760	
USGS	01100000	1923-06-25	2980	
USGS	01100000	1923-06-26	2420	
USGS	01100000	1923-06-27	2180	
USGS	01100000	1923-06-28	2260	
USGS	01100000	1923-06-29	3180	
USGS	01100000	1923-06-30	1820	
USGS	01100000	1923-07-01	1010	
USGS	01100000	1923-07-02	2780	
USGS	01100000	1923-07-03	2880	
USGS	01100000	1923-07-04	820	
USGS	01100000	1923-07-05	2780	
USGS	01100000	1923-07-06	3080	
USGS	01100000	1923-07-07	1640	
USGS	01100000	1923-07-08	652	
USGS	01100000	1923-07-09	2340	
USGS	01100000	1923-07-10	2260	
USGS	01100000	1923-07-11	2100	
USGS	01100000	1923-07-12	1890	
USGS	01100000	1923-07-13	1960	
USGS	01100000	1923-07-14	1380	
USGS	01100000	1923-07-15	350	
USGS	01100000	1923-07-16	2030	
USGS	01100000	1923-07-17	2030	
USGS	01100000	1923-07-18	2180	
USGS	01100000	1923-07-19	2340	
USGS	01100000	1923-07-20	2690	
USGS	01100000	1923-07-21	1760	
USGS	01100000	1923-07-22	630	
USGS	01100000	1923-07-23	2100	
USGS	01100000	1923-07-24	2180	
USGS	01100000	1923-07-25	2180	
USGS	01100000	1923-07-26	2510	
USGS	01100000	1923-07-27	2980	
USGS	01100000	1923-07-28	1640	
USGS	01100000	1923-07-29	1220	
USGS	01100000	1923-07-30	2980	
USGS	01100000	1923-07-31	2690	
USGS	01100000	1923-08-01	2690	
USGS	01100000	1923-08-02	2880	
USGS	01100000	1923-08-03	3080	
USGS	01100000	1923-08-04	1820	
USGS	01100000	1923-08-05	920	
USGS	01100000	1923-08-06	2260	
USGS	01100000	1923-08-07	2260	
USGS	01100000	1923-08-08	2420	
USGS	01100000	1923-08-09	2860	
USGS	01100000	1923-08-10	378	
USGS	01100000	1923-08-11	630	
USGS	01100000	1923-08-12	820	
USGS	01100000	1923-08-13	2260	
USGS	01100000	1923-08-14	2100	
USGS	01100000	1923-08-15	2030	
USGS	01100000	1923-08-16	2180	
USGS	01100000	1923-08-17	2420	
USGS	01100000	1923-08-18	1300	
USGS	01100000	1923-08-19	255	
USGS	01100000	1923-08-20	1960	
USGS	01100000	1923-08-21	1960	
USGS	01100000	1923-08-22	1890	
USGS	01100000	1923-08-23	1820	
USGS	01100000	1923-08-24	1760	
USGS	01100000	1923-08-25	1300	
USGS	01100000	1923-08-26	210	
USGS	01100000	1923-08-27	1890	
USGS	01100000	1923-08-28	1960	
USGS	01100000	1923-08-29	1890	
USGS	01100000	1923-08-30	2180	
USGS	01100000	1923-08-31	2100	
USGS	01100000	1923-09-01	1260	
USGS	01100000	1923-09-02	378	
USGS	01100000	1923-09-03	422	
USGS	01100000	1923-09-04	2340	
USGS	01100000	1923-09-05	2340	
USGS	01100000	1923-09-06	1960	
USGS	01100000	1923-09-07	1760	
USGS	01100000	1923-09-08	920	
USGS	01100000	1923-09-09	320	
USGS	01100000	1923-09-10	1960	
USGS	01100000	1923-09-11	1890	
USGS	01100000	1923-09-12	1820	
USGS	01100000	1923-09-13	1960	
USGS	01100000	1923-09-14	1760	
USGS	01100000	1923-09-15	950	
USGS	01100000	1923-09-16	250	
USGS	01100000	1923-09-17	1890	
USGS	01100000	1923-09-18	1700	
USGS	01100000	1923-09-19	1640	
USGS	01100000	1923-09-20	1760	
USGS	01100000	1923-09-21	1580	
USGS	01100000	1923-09-22	980	
USGS	01100000	1923-09-23	199	
USGS	01100000	1923-09-24	1700	
USGS	01100000	1923-09-25	2030	
USGS	01100000	1923-09-26	2030	
USGS	01100000	1923-09-27	1960	
USGS	01100000	1923-09-28	1700	
USGS	01100000	1923-09-29	1140	
USGS	01100000	1923-09-30	770	
USGS	01100000	1923-10-01	2180	
USGS	01100000	1923-10-02	2030	
USGS	01100000	1923-10-03	2030	
USGS	01100000	1923-10-04	1960	
USGS	01100000	1923-10-05	1760	
USGS	01100000	1923-10-06	1110	
USGS	01100000	1923-10-07	300	
USGS	01100000	1923-10-08	2030	
USGS	01100000	1923-10-09	2030	
USGS	01100000	1923-10-10	2100	
USGS	01100000	1923-10-11	1890	
USGS	01100000	1923-10-12	227	
USGS	01100000	1923-10-13	253	
USGS	01100000	1923-10-14	339	
USGS	01100000	1923-10-15	2180	
USGS	01100000	1923-10-16	2030	
USGS	01100000	1923-10-17	1960	
USGS	01100000	1923-10-18	1960	
USGS	01100000	1923-10-19	1890	
USGS	01100000	1923-10-20	1080	
USGS	01100000	1923-10-21	488	
USGS	01100000	1923-10-22	1960	
USGS	01100000	1923-10-23	1820	
USGS	01100000	1923-10-24	1960	
USGS	01100000	1923-10-25	4350	
USGS	01100000	1923-10-26	10000	
USGS	01100000	1923-10-27	6810	
USGS	01100000	1923-10-28	4130	
USGS	01100000	1923-10-29	4680	
USGS	01100000	1923-10-30	3600	
USGS	01100000	1923-10-31	3080	
USGS	01100000	1923-11-01	3080	
USGS	01100000	1923-11-02	2780	
USGS	01100000	1923-11-03	2600	
USGS	01100000	1923-11-04	2030	
USGS	01100000	1923-11-05	3280	
USGS	01100000	1923-11-06	2780	
USGS	01100000	1923-11-07	2600	
USGS	01100000	1923-11-08	2510	
USGS	01100000	1923-11-09	3490	
USGS	01100000	1923-11-10	4350	
USGS	01100000	1923-11-11	2100	
USGS	01100000	1923-11-12	3380	
USGS	01100000	1923-11-13	2780	
USGS	01100000	1923-11-14	3080	
USGS	01100000	1923-11-15	2690	
USGS	01100000	1923-11-16	2690	
USGS	01100000	1923-11-17	1430	
USGS	01100000	1923-11-18	1080	
USGS	01100000	1923-11-19	2780	
USGS	01100000	1923-11-20	2880	
USGS	01100000	1923-11-21	2690	
USGS	01100000	1923-11-22	2340	
USGS	01100000	1923-11-23	2340	
USGS	01100000	1923-11-24	3700	
USGS	01100000	1923-11-25	18900	
USGS	01100000	1923-11-26	27300	
USGS	01100000	1923-11-27	21200	
USGS	01100000	1923-11-28	15900	
USGS	01100000	1923-11-29	12200	
USGS	01100000	1923-11-30	11300	
USGS	01100000	1923-12-01	14900	
USGS	01100000	1923-12-02	22800	
USGS	01100000	1923-12-03	18900	
USGS	01100000	1923-12-04	14500	
USGS	01100000	1923-12-05	13200	
USGS	01100000	1923-12-06	17800	
USGS	01100000	1923-12-07	23600	
USGS	01100000	1923-12-08	22800	
USGS	01100000	1923-12-09	17800	
USGS	01100000	1923-12-10	14900	
USGS	01100000	1923-12-11	13500	
USGS	01100000	1923-12-12	12500	
USGS	01100000	1923-12-13	11300	
USGS	01100000	1923-12-14	10900	
USGS	01100000	1923-12-15	10600	
USGS	01100000	1923-12-16	9400	
USGS	01100000	1923-12-17	9100	
USGS	01100000	1923-12-18	7360	
USGS	01100000	1923-12-19	5640	
USGS	01100000	1923-12-20	6680	
USGS	01100000	1923-12-21	6810	
USGS	01100000	1923-12-22	7360	
USGS	01100000	1923-12-23	8220	
USGS	01100000	1923-12-24	10000	
USGS	01100000	1923-12-25	10000	
USGS	01100000	1923-12-26	9700	
USGS	01100000	1923-12-27	8510	
USGS	01100000	1923-12-28	7640	
USGS	01100000	1923-12-29	6150	
USGS	01100000	1923-12-30	5640	
USGS	01100000	1923-12-31	6810	
USGS	01100000	1924-01-01	5900	
USGS	01100000	1924-01-02	6280	
USGS	01100000	1924-01-03	6150	
USGS	01100000	1924-01-04	6680	
USGS	01100000	1924-01-05	6280	
USGS	01100000	1924-01-06	5400	
USGS	01100000	1924-01-07	6150	
USGS	01100000	1924-01-08	6150	
USGS	01100000	1924-01-09	6680	
USGS	01100000	1924-01-10	6150	
USGS	01100000	1924-01-11	7640	
USGS	01100000	1924-01-12	11300	
USGS	01100000	1924-01-13	12900	
USGS	01100000	1924-01-14	14900	
USGS	01100000	1924-01-15	12900	
USGS	01100000	1924-01-16	11600	
USGS	01100000	1924-01-17	13800	
USGS	01100000	1924-01-18	18500	
USGS	01100000	1924-01-19	18100	
USGS	01100000	1924-01-20	15600	
USGS	01100000	1924-01-21	12500	
USGS	01100000	1924-01-22	10900	
USGS	01100000	1924-01-23	10000	
USGS	01100000	1924-01-24	9400	
USGS	01100000	1924-01-25	7640	
USGS	01100000	1924-01-26	7360	
USGS	01100000	1924-01-27	7930	
USGS	01100000	1924-01-28	8220	
USGS	01100000	1924-01-29	7080	
USGS	01100000	1924-01-30	7080	
USGS	01100000	1924-01-31	6810	
USGS	01100000	1924-02-01	6410	
USGS	01100000	1924-02-02	6810	
USGS	01100000	1924-02-03	6680	
USGS	01100000	1924-02-04	6280	
USGS	01100000	1924-02-05	5280	
USGS	01100000	1924-02-06	5520	
USGS	01100000	1924-02-07	5770	
USGS	01100000	1924-02-08	5520	
USGS	01100000	1924-02-09	5640	
USGS	01100000	1924-02-10	5040	
USGS	01100000	1924-02-11	5770	
USGS	01100000	1924-02-12	5280	
USGS	01100000	1924-02-13	4800	
USGS	01100000	1924-02-14	4570	
USGS	01100000	1924-02-15	4570	
USGS	01100000	1924-02-16	4800	
USGS	01100000	1924-02-17	3910	
USGS	01100000	1924-02-18	4680	
USGS	01100000	1924-02-19	4350	
USGS	01100000	1924-02-20	4460	
USGS	01100000	1924-02-21	4350	
USGS	01100000	1924-02-22	3800	
USGS	01100000	1924-02-23	4130	
USGS	01100000	1924-02-24	4350	
USGS	01100000	1924-02-25	4570	
USGS	01100000	1924-02-26	4350	
USGS	01100000	1924-02-27	4020	
USGS	01100000	1924-02-28	4570	
USGS	01100000	1924-02-29	4130	
USGS	01100000	1924-03-01	4350	
USGS	01100000	1924-03-02	3800	
USGS	01100000	1924-03-03	3800	
USGS	01100000	1924-03-04	4130	
USGS	01100000	1924-03-05	4350	
USGS	01100000	1924-03-06	5280	
USGS	01100000	1924-03-07	6280	
USGS	01100000	1924-03-08	6540	
USGS	01100000	1924-03-09	6540	
USGS	01100000	1924-03-10	8800	
USGS	01100000	1924-03-11	9700	
USGS	01100000	1924-03-12	8800	
USGS	01100000	1924-03-13	8220	
USGS	01100000	1924-03-14	7640	
USGS	01100000	1924-03-15	7080	
USGS	01100000	1924-03-16	6410	
USGS	01100000	1924-03-17	6810	
USGS	01100000	1924-03-18	6410	
USGS	01100000	1924-03-19	6540	
USGS	01100000	1924-03-20	7080	
USGS	01100000	1924-03-21	7640	
USGS	01100000	1924-03-22	10000	
USGS	01100000	1924-03-23	10600	
USGS	01100000	1924-03-24	13500	
USGS	01100000	1924-03-25	14900	
USGS	01100000	1924-03-26	15200	
USGS	01100000	1924-03-27	13800	
USGS	01100000	1924-03-28	13200	
USGS	01100000	1924-03-29	13500	
USGS	01100000	1924-03-30	14200	
USGS	01100000	1924-03-31	15200	
USGS	01100000	1924-04-01	14500	
USGS	01100000	1924-04-02	13800	
USGS	01100000	1924-04-03	12500	
USGS	01100000	1924-04-04	13200	
USGS	01100000	1924-04-05	14900	
USGS	01100000	1924-04-06	18100	
USGS	01100000	1924-04-07	32200	
USGS	01100000	1924-04-08	53500	
USGS	01100000	1924-04-09	48000	
USGS	01100000	1924-04-10	37400	
USGS	01100000	1924-04-11	32200	
USGS	01100000	1924-04-12	28200	
USGS	01100000	1924-04-13	24400	
USGS	01100000	1924-04-14	19700	
USGS	01100000	1924-04-15	24800	
USGS	01100000	1924-04-16	24400	
USGS	01100000	1924-04-17	20800	
USGS	01100000	1924-04-18	18500	
USGS	01100000	1924-04-19	22400	
USGS	01100000	1924-04-20	33100	
USGS	01100000	1924-04-21	31300	
USGS	01100000	1924-04-22	26100	
USGS	01100000	1924-04-23	27300	
USGS	01100000	1924-04-24	26500	
USGS	01100000	1924-04-25	23200	
USGS	01100000	1924-04-26	20100	
USGS	01100000	1924-04-27	17400	
USGS	01100000	1924-04-28	16600	
USGS	01100000	1924-04-29	16300	
USGS	01100000	1924-04-30	15900	
USGS	01100000	1924-05-01	17000	
USGS	01100000	1924-05-02	24000	
USGS	01100000	1924-05-03	23600	
USGS	01100000	1924-05-04	18100	
USGS	01100000	1924-05-05	18100	
USGS	01100000	1924-05-06	18900	
USGS	01100000	1924-05-07	15900	
USGS	01100000	1924-05-08	14200	
USGS	01100000	1924-05-09	14200	
USGS	01100000	1924-05-10	17000	
USGS	01100000	1924-05-11	17000	
USGS	01100000	1924-05-12	17400	
USGS	01100000	1924-05-13	22000	
USGS	01100000	1924-05-14	25300	
USGS	01100000	1924-05-15	22800	
USGS	01100000	1924-05-16	20500	
USGS	01100000	1924-05-17	18100	
USGS	01100000	1924-05-18	14900	
USGS	01100000	1924-05-19	14200	
USGS	01100000	1924-05-20	13500	
USGS	01100000	1924-05-21	11900	
USGS	01100000	1924-05-22	10900	
USGS	01100000	1924-05-23	10300	
USGS	01100000	1924-05-24	10000	
USGS	01100000	1924-05-25	9100	
USGS	01100000	1924-05-26	10000	
USGS	01100000	1924-05-27	9400	
USGS	01100000	1924-05-28	9100	
USGS	01100000	1924-05-29	8800	
USGS	01100000	1924-05-30	9100	
USGS	01100000	1924-05-31	7930	
USGS	01100000	1924-06-01	7080	
USGS	01100000	1924-06-02	7080	
USGS	01100000	1924-06-03	6410	
USGS	01100000	1924-06-04	5900	
USGS	01100000	1924-06-05	5770	
USGS	01100000	1924-06-06	5400	
USGS	01100000	1924-06-07	5040	
USGS	01100000	1924-06-08	4240	
USGS	01100000	1924-06-09	4020	
USGS	01100000	1924-06-10	4130	
USGS	01100000	1924-06-11	4020	
USGS	01100000	1924-06-12	4240	
USGS	01100000	1924-06-13	4020	
USGS	01100000	1924-06-14	3600	
USGS	01100000	1924-06-15	2980	
USGS	01100000	1924-06-16	3380	
USGS	01100000	1924-06-17	3380	
USGS	01100000	1924-06-18	3280	
USGS	01100000	1924-06-19	3380	
USGS	01100000	1924-06-20	3700	
USGS	01100000	1924-06-21	3600	
USGS	01100000	1924-06-22	2510	
USGS	01100000	1924-06-23	3380	
USGS	01100000	1924-06-24	3080	
USGS	01100000	1924-06-25	3280	
USGS	01100000	1924-06-26	2510	
USGS	01100000	1924-06-27	2980	
USGS	01100000	1924-06-28	2780	
USGS	01100000	1924-06-29	2180	
USGS	01100000	1924-06-30	3180	
USGS	01100000	1924-07-01	3180	
USGS	01100000	1924-07-02	2690	
USGS	01100000	1924-07-03	2600	
USGS	01100000	1924-07-04	895	
USGS	01100000	1924-07-05	1760	
USGS	01100000	1924-07-06	1580	
USGS	01100000	1924-07-07	2600	
USGS	01100000	1924-07-08	2780	
USGS	01100000	1924-07-09	2690	
USGS	01100000	1924-07-10	2340	
USGS	01100000	1924-07-11	2180	
USGS	01100000	1924-07-12	845	
USGS	01100000	1924-07-13	1080	
USGS	01100000	1924-07-14	2690	
USGS	01100000	1924-07-15	2600	
USGS	01100000	1924-07-16	2340	
USGS	01100000	1924-07-17	1960	
USGS	01100000	1924-07-18	1640	
USGS	01100000	1924-07-19	1890	
USGS	01100000	1924-07-20	1960	
USGS	01100000	1924-07-21	2880	
USGS	01100000	1924-07-22	2780	
USGS	01100000	1924-07-23	2260	
USGS	01100000	1924-07-24	1960	
USGS	01100000	1924-07-25	2340	
USGS	01100000	1924-07-26	1140	
USGS	01100000	1924-07-27	364	
USGS	01100000	1924-07-28	2260	
USGS	01100000	1924-07-29	2260	
USGS	01100000	1924-07-30	2100	
USGS	01100000	1924-07-31	2030	
USGS	01100000	1924-08-01	1890	
USGS	01100000	1924-08-02	920	
USGS	01100000	1924-08-03	488	
USGS	01100000	1924-08-04	2030	
USGS	01100000	1924-08-05	2030	
USGS	01100000	1924-08-06	1960	
USGS	01100000	1924-08-07	1640	
USGS	01100000	1924-08-08	1340	
USGS	01100000	1924-08-09	845	
USGS	01100000	1924-08-10	422	
USGS	01100000	1924-08-11	1960	
USGS	01100000	1924-08-12	2340	
USGS	01100000	1924-08-13	2340	
USGS	01100000	1924-08-14	2260	
USGS	01100000	1924-08-15	1530	
USGS	01100000	1924-08-16	870	
USGS	01100000	1924-08-17	378	
USGS	01100000	1924-08-18	2100	
USGS	01100000	1924-08-19	2030	
USGS	01100000	1924-08-20	2030	
USGS	01100000	1924-08-21	1820	
USGS	01100000	1924-08-22	1700	
USGS	01100000	1924-08-23	1010	
USGS	01100000	1924-08-24	320	
USGS	01100000	1924-08-25	2180	
USGS	01100000	1924-08-26	2180	
USGS	01100000	1924-08-27	2510	
USGS	01100000	1924-08-28	2030	
USGS	01100000	1924-08-29	2180	
USGS	01100000	1924-08-30	1640	
USGS	01100000	1924-08-31	1820	
USGS	01100000	1924-09-01	1140	
USGS	01100000	1924-09-02	2600	
USGS	01100000	1924-09-03	2690	
USGS	01100000	1924-09-04	2510	
USGS	01100000	1924-09-05	2260	
USGS	01100000	1924-09-06	2100	
USGS	01100000	1924-09-07	2340	
USGS	01100000	1924-09-08	3490	
USGS	01100000	1924-09-09	3380	
USGS	01100000	1924-09-10	4240	
USGS	01100000	1924-09-11	11900	
USGS	01100000	1924-09-12	15200	
USGS	01100000	1924-09-13	9400	
USGS	01100000	1924-09-14	5520	
USGS	01100000	1924-09-15	4570	
USGS	01100000	1924-09-16	3910	
USGS	01100000	1924-09-17	3910	
USGS	01100000	1924-09-18	3280	
USGS	01100000	1924-09-19	3600	
USGS	01100000	1924-09-20	2880	
USGS	01100000	1924-09-21	1380	
USGS	01100000	1924-09-22	3380	
USGS	01100000	1924-09-23	2880	
USGS	01100000	1924-09-24	2780	
USGS	01100000	1924-09-25	2340	
USGS	01100000	1924-09-26	2260	
USGS	01100000	1924-09-27	1580	
USGS	01100000	1924-09-28	1820	
USGS	01100000	1924-09-29	2980	
USGS	01100000	1924-09-30	2980	
USGS	01100000	1924-10-01	3380	
USGS	01100000	1924-10-02	10600	
USGS	01100000	1924-10-03	6680	
USGS	01100000	1924-10-04	4680	
USGS	01100000	1924-10-05	3490	
USGS	01100000	1924-10-06	3600	
USGS	01100000	1924-10-07	3080	
USGS	01100000	1924-10-08	3280	
USGS	01100000	1924-10-09	3080	
USGS	01100000	1924-10-10	2510	
USGS	01100000	1924-10-11	2340	
USGS	01100000	1924-10-12	1960	
USGS	01100000	1924-10-13	1430	
USGS	01100000	1924-10-14	2980	
USGS	01100000	1924-10-15	2880	
USGS	01100000	1924-10-16	2510	
USGS	01100000	1924-10-17	2420	
USGS	01100000	1924-10-18	1640	
USGS	01100000	1924-10-19	795	
USGS	01100000	1924-10-20	2510	
USGS	01100000	1924-10-21	2420	
USGS	01100000	1924-10-22	2340	
USGS	01100000	1924-10-23	2340	
USGS	01100000	1924-10-24	2340	
USGS	01100000	1924-10-25	1220	
USGS	01100000	1924-10-26	339	
USGS	01100000	1924-10-27	2340	
USGS	01100000	1924-10-28	2420	
USGS	01100000	1924-10-29	2180	
USGS	01100000	1924-10-30	2340	
USGS	01100000	1924-10-31	1960	
USGS	01100000	1924-11-01	1180	
USGS	01100000	1924-11-02	438	
USGS	01100000	1924-11-03	2100	
USGS	01100000	1924-11-04	1890	
USGS	01100000	1924-11-05	1960	
USGS	01100000	1924-11-06	1760	
USGS	01100000	1924-11-07	1700	
USGS	01100000	1924-11-08	1080	
USGS	01100000	1924-11-09	470	
USGS	01100000	1924-11-10	1890	
USGS	01100000	1924-11-11	1890	
USGS	01100000	1924-11-12	1890	
USGS	01100000	1924-11-13	2030	
USGS	01100000	1924-11-14	1960	
USGS	01100000	1924-11-15	1140	
USGS	01100000	1924-11-16	378	
USGS	01100000	1924-11-17	1890	
USGS	01100000	1924-11-18	1890	
USGS	01100000	1924-11-19	1960	
USGS	01100000	1924-11-20	1820	
USGS	01100000	1924-11-21	1640	
USGS	01100000	1924-11-22	1040	
USGS	01100000	1924-11-23	454	
USGS	01100000	1924-11-24	11900	
USGS	01100000	1924-11-25	12900	
USGS	01100000	1924-11-26	7640	
USGS	01100000	1924-11-27	5040	
USGS	01100000	1924-11-28	3910	
USGS	01100000	1924-11-29	4020	
USGS	01100000	1924-11-30	3600	
USGS	01100000	1924-12-01	3700	
USGS	01100000	1924-12-02	3180	
USGS	01100000	1924-12-03	2600	
USGS	01100000	1924-12-04	2980	
USGS	01100000	1924-12-05	3080	
USGS	01100000	1924-12-06	2100	
USGS	01100000	1924-12-07	1960	
USGS	01100000	1924-12-08	4020	
USGS	01100000	1924-12-09	4460	
USGS	01100000	1924-12-10	7640	
USGS	01100000	1924-12-11	7360	
USGS	01100000	1924-12-12	5900	
USGS	01100000	1924-12-13	5400	
USGS	01100000	1924-12-14	3080	
USGS	01100000	1924-12-15	4020	
USGS	01100000	1924-12-16	3380	
USGS	01100000	1924-12-17	3180	
USGS	01100000	1924-12-18	3600	
USGS	01100000	1924-12-19	2980	
USGS	01100000	1924-12-20	525	
USGS	01100000	1924-12-21	2260	
USGS	01100000	1924-12-22	3280	
USGS	01100000	1924-12-23	3080	
USGS	01100000	1924-12-24	2980	
USGS	01100000	1924-12-25	675	
USGS	01100000	1924-12-26	3490	
USGS	01100000	1924-12-27	2030	
USGS	01100000	1924-12-28	895	
USGS	01100000	1924-12-29	2780	
USGS	01100000	1924-12-30	2690	
USGS	01100000	1924-12-31	2420	
USGS	01100000	1925-01-01	438	
USGS	01100000	1925-01-02	2780	
USGS	01100000	1925-01-03	1480	
USGS	01100000	1925-01-04	470	
USGS	01100000	1925-01-05	2420	
USGS	01100000	1925-01-06	2510	
USGS	01100000	1925-01-07	2030	
USGS	01100000	1925-01-08	1890	
USGS	01100000	1925-01-09	1760	
USGS	01100000	1925-01-10	1110	
USGS	01100000	1925-01-11	608	
USGS	01100000	1925-01-12	2180	
USGS	01100000	1925-01-13	1960	
USGS	01100000	1925-01-14	1890	
USGS	01100000	1925-01-15	1890	
USGS	01100000	1925-01-16	1890	
USGS	01100000	1925-01-17	1110	
USGS	01100000	1925-01-18	565	
USGS	01100000	1925-01-19	2180	
USGS	01100000	1925-01-20	2030	
USGS	01100000	1925-01-21	1890	
USGS	01100000	1925-01-22	1890	
USGS	01100000	1925-01-23	1890	
USGS	01100000	1925-01-24	1040	
USGS	01100000	1925-01-25	364	
USGS	01100000	1925-01-26	1760	
USGS	01100000	1925-01-27	1760	
USGS	01100000	1925-01-28	1760	
USGS	01100000	1925-01-29	1760	
USGS	01100000	1925-01-30	1760	
USGS	01100000	1925-01-31	1180	
USGS	01100000	1925-02-01	652	
USGS	01100000	1925-02-02	2100	
USGS	01100000	1925-02-03	1960	
USGS	01100000	1925-02-04	1960	
USGS	01100000	1925-02-05	1960	
USGS	01100000	1925-02-06	2180	
USGS	01100000	1925-02-07	1260	
USGS	01100000	1925-02-08	895	
USGS	01100000	1925-02-09	2780	
USGS	01100000	1925-02-10	2980	
USGS	01100000	1925-02-11	3600	
USGS	01100000	1925-02-12	11300	
USGS	01100000	1925-02-13	23600	
USGS	01100000	1925-02-14	30000	
USGS	01100000	1925-02-15	23600	
USGS	01100000	1925-02-16	19300	
USGS	01100000	1925-02-17	15600	
USGS	01100000	1925-02-18	12900	
USGS	01100000	1925-02-19	10600	
USGS	01100000	1925-02-20	9400	
USGS	01100000	1925-02-21	8800	
USGS	01100000	1925-02-22	8510	
USGS	01100000	1925-02-23	9400	
USGS	01100000	1925-02-24	10600	
USGS	01100000	1925-02-25	11300	
USGS	01100000	1925-02-26	11900	
USGS	01100000	1925-02-27	9400	
USGS	01100000	1925-02-28	8800	
USGS	01100000	1925-03-01	7930	
USGS	01100000	1925-03-02	9400	
USGS	01100000	1925-03-03	10000	
USGS	01100000	1925-03-04	8800	
USGS	01100000	1925-03-05	8220	
USGS	01100000	1925-03-06	10000	
USGS	01100000	1925-03-07	12500	
USGS	01100000	1925-03-08	17900	
USGS	01100000	1925-03-09	11900	
USGS	01100000	1925-03-10	11900	
USGS	01100000	1925-03-11	10900	
USGS	01100000	1925-03-12	13800	
USGS	01100000	1925-03-13	16300	
USGS	01100000	1925-03-14	16600	
USGS	01100000	1925-03-15	18500	
USGS	01100000	1925-03-16	17400	
USGS	01100000	1925-03-17	15200	
USGS	01100000	1925-03-18	14900	
USGS	01100000	1925-03-19	17400	
USGS	01100000	1925-03-20	20500	
USGS	01100000	1925-03-21	20500	
USGS	01100000	1925-03-22	18100	
USGS	01100000	1925-03-23	16600	
USGS	01100000	1925-03-24	14900	
USGS	01100000	1925-03-25	13800	
USGS	01100000	1925-03-26	12500	
USGS	01100000	1925-03-27	12900	
USGS	01100000	1925-03-28	14500	
USGS	01100000	1925-03-29	27800	
USGS	01100000	1925-03-30	51200	
USGS	01100000	1925-03-31	50700	
USGS	01100000	1925-04-01	37400	
USGS	01100000	1925-04-02	28700	
USGS	01100000	1925-04-03	23600	
USGS	01100000	1925-04-04	20500	
USGS	01100000	1925-04-05	17800	
USGS	01100000	1925-04-06	15900	
USGS	01100000	1925-04-07	13800	
USGS	01100000	1925-04-08	12500	
USGS	01100000	1925-04-09	11900	
USGS	01100000	1925-04-10	11300	
USGS	01100000	1925-04-11	10600	
USGS	01100000	1925-04-12	10300	
USGS	01100000	1925-04-13	10300	
USGS	01100000	1925-04-14	10300	
USGS	01100000	1925-04-15	10900	
USGS	01100000	1925-04-16	11900	
USGS	01100000	1925-04-17	12200	
USGS	01100000	1925-04-18	10600	
USGS	01100000	1925-04-19	9700	
USGS	01100000	1925-04-20	10600	
USGS	01100000	1925-04-21	10900	
USGS	01100000	1925-04-22	12200	
USGS	01100000	1925-04-23	15200	
USGS	01100000	1925-04-24	17400	
USGS	01100000	1925-04-25	17800	
USGS	01100000	1925-04-26	14900	
USGS	01100000	1925-04-27	14200	
USGS	01100000	1925-04-28	13500	
USGS	01100000	1925-04-29	11900	
USGS	01100000	1925-04-30	10600	
USGS	01100000	1925-05-01	10300	
USGS	01100000	1925-05-02	10000	
USGS	01100000	1925-05-03	9100	
USGS	01100000	1925-05-04	9400	
USGS	01100000	1925-05-05	8800	
USGS	01100000	1925-05-06	10600	
USGS	01100000	1925-05-07	10600	
USGS	01100000	1925-05-08	9400	
USGS	01100000	1925-05-09	8220	
USGS	01100000	1925-05-10	6150	
USGS	01100000	1925-05-11	7080	
USGS	01100000	1925-05-12	6150	
USGS	01100000	1925-05-13	7360	
USGS	01100000	1925-05-14	7080	
USGS	01100000	1925-05-15	7080	
USGS	01100000	1925-05-16	7080	
USGS	01100000	1925-05-17	5900	
USGS	01100000	1925-05-18	6810	
USGS	01100000	1925-05-19	6280	
USGS	01100000	1925-05-20	6280	
USGS	01100000	1925-05-21	5400	
