"OBJECTID","ID_0","ISO","NAME_ENGLISH","NAME_ISO","NAME_FAO","NAME_LOCAL","NAME_OBSOLETE","NAME_VARIANTS","NAME_NONLATIN","NAME_FRENCH","NAME_SPANISH","NAME_RUSSIAN","NAME_ARABIC","NAME_CHINESE","WASPARTOF","CONTAINS","SOVEREIGN","ISO2","WWW","FIPS","ISON","VALIDFR","VALIDTO","POP2000","SQKM","POPSQKM","UNREGION1","UNREGION2","DEVELOPING","CIS","Transition","OECD","WBREGION","WBINCOME","WBDEBT","WBOTHER","CEEAC","CEMAC","CEPLG","COMESA","EAC","ECOWAS","IGAD","IOC","MRU","SACU","UEMOA","UMA","PALOP","PARTA","CACM","EurAsEC","Agadir","SAARC","ASEAN","NAFTA","GCC","CSN","CARICOM","EU","CAN","ACP","Landlocked","AOSIS","SIDS","Islands","LDC"
1,90,"GRL","Greenland","GREENLAND","","Kalaallit Nunaat","","Grønland|Greenland|Nunatta","","Groenland ","Groenlandia ","<U+0413><U+0440><U+0435><U+043D><U+043B><U+0430><U+043D><U+0434><U+0438><U+044F>","<U+062C><U+0631><U+064A><U+0646><U+0644><U+0627><U+0646><U+062F>","<U+683C><U+9675><U+5170> ","","","Denmark","GL","","GL","304","Unknown","Present","56309","2142661","0.026279938823733667","Northern America","Americas","2","","","","","High income: nonOECD","Debt not classified","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1",""
